agency_cd,site_no,datetime,tz_cd,,110247_00060,110247_00060_cd
USGS,3145483,2020/4/29,08:45,EDT,97.9,A
USGS,3145483,2020/4/29,09:00,EDT,96.3,A
USGS,3145483,2020/4/29,09:15,EDT,97.9,A
USGS,3145483,2020/4/29,09:30,EDT,97.9,A
USGS,3145483,2020/4/29,09:45,EDT,97.9,A
USGS,3145483,2020/4/29,10:00,EDT,96.3,A
USGS,3145483,2020/4/29,10:15,EDT,97.9,A
USGS,3145483,2020/4/29,10:30,EDT,96.3,A
USGS,3145483,2020/4/29,10:45,EDT,96.3,A
USGS,3145483,2020/4/29,11:00,EDT,96.3,A
USGS,3145483,2020/4/29,11:15,EDT,96.3,A
USGS,3145483,2020/4/29,11:30,EDT,96.3,A
USGS,3145483,2020/4/29,11:45,EDT,94.8,A
USGS,3145483,2020/4/29,12:00,EDT,94.8,A
USGS,3145483,2020/4/29,12:15,EDT,94.8,A
USGS,3145483,2020/4/29,12:30,EDT,94.8,A
USGS,3145483,2020/4/29,12:45,EDT,94.8,A
USGS,3145483,2020/4/29,13:00,EDT,93.3,A
USGS,3145483,2020/4/29,13:15,EDT,93.3,A
USGS,3145483,2020/4/29,13:30,EDT,93.3,A
USGS,3145483,2020/4/29,13:45,EDT,93.3,A
USGS,3145483,2020/4/29,14:00,EDT,93.3,A
USGS,3145483,2020/4/29,14:15,EDT,93.3,A
USGS,3145483,2020/4/29,14:30,EDT,91.7,A
USGS,3145483,2020/4/29,14:45,EDT,91.7,A
USGS,3145483,2020/4/29,15:00,EDT,91.7,A
USGS,3145483,2020/4/29,15:15,EDT,91.7,A
USGS,3145483,2020/4/29,15:30,EDT,90.2,A
USGS,3145483,2020/4/29,15:45,EDT,91.7,A
USGS,3145483,2020/4/29,16:00,EDT,91.7,A
USGS,3145483,2020/4/29,16:15,EDT,90.2,A
USGS,3145483,2020/4/29,16:30,EDT,90.2,A
USGS,3145483,2020/4/29,16:45,EDT,91.7,A
USGS,3145483,2020/4/29,17:00,EDT,90.2,A
USGS,3145483,2020/4/29,17:15,EDT,91.7,A
USGS,3145483,2020/4/29,17:30,EDT,91.7,A
USGS,3145483,2020/4/29,17:45,EDT,91.7,A
USGS,3145483,2020/4/29,18:00,EDT,91.7,A
USGS,3145483,2020/4/29,18:15,EDT,91.7,A
USGS,3145483,2020/4/29,18:30,EDT,91.7,A
USGS,3145483,2020/4/29,18:45,EDT,91.7,A
USGS,3145483,2020/4/29,19:00,EDT,91.7,A
USGS,3145483,2020/4/29,19:15,EDT,91.7,A
USGS,3145483,2020/4/29,19:30,EDT,91.7,A
USGS,3145483,2020/4/29,19:45,EDT,93.3,A
USGS,3145483,2020/4/29,20:00,EDT,93.3,A
USGS,3145483,2020/4/29,20:15,EDT,94.8,A
USGS,3145483,2020/4/29,20:30,EDT,96.3,A
USGS,3145483,2020/4/29,20:45,EDT,96.3,A
USGS,3145483,2020/4/29,21:00,EDT,97.9,A
USGS,3145483,2020/4/29,21:15,EDT,99.4,A
USGS,3145483,2020/4/29,21:30,EDT,99.4,A
USGS,3145483,2020/4/29,21:45,EDT,101,A
USGS,3145483,2020/4/29,22:00,EDT,103,A
USGS,3145483,2020/4/29,22:15,EDT,104,A
USGS,3145483,2020/4/29,22:30,EDT,105,A
USGS,3145483,2020/4/29,22:45,EDT,107,A
USGS,3145483,2020/4/29,23:00,EDT,108,A
USGS,3145483,2020/4/29,23:15,EDT,111,A
USGS,3145483,2020/4/29,23:30,EDT,112,A
USGS,3145483,2020/4/29,23:45,EDT,115,A
USGS,3145483,2020/4/30,00:00,EDT,119,A
USGS,3145483,2020/4/30,00:15,EDT,124,A
USGS,3145483,2020/4/30,00:30,EDT,130,A
USGS,3145483,2020/4/30,00:45,EDT,138,A
USGS,3145483,2020/4/30,01:00,EDT,149,A
USGS,3145483,2020/4/30,01:15,EDT,162,A
USGS,3145483,2020/4/30,01:30,EDT,179,A
USGS,3145483,2020/4/30,01:45,EDT,195,A
USGS,3145483,2020/4/30,02:00,EDT,211,A
USGS,3145483,2020/4/30,02:15,EDT,219,A
USGS,3145483,2020/4/30,02:30,EDT,226,A
USGS,3145483,2020/4/30,02:45,EDT,229,A
USGS,3145483,2020/4/30,03:00,EDT,231,A
USGS,3145483,2020/4/30,03:15,EDT,231,A
USGS,3145483,2020/4/30,03:30,EDT,231,A
USGS,3145483,2020/4/30,03:45,EDT,231,A
USGS,3145483,2020/4/30,04:00,EDT,229,A
USGS,3145483,2020/4/30,04:15,EDT,227,A
USGS,3145483,2020/4/30,04:30,EDT,229,A
USGS,3145483,2020/4/30,04:45,EDT,229,A
USGS,3145483,2020/4/30,05:00,EDT,229,A
USGS,3145483,2020/4/30,05:15,EDT,227,A
USGS,3145483,2020/4/30,05:30,EDT,227,A
USGS,3145483,2020/4/30,05:45,EDT,226,A
USGS,3145483,2020/4/30,06:00,EDT,224,A
USGS,3145483,2020/4/30,06:15,EDT,222,A
USGS,3145483,2020/4/30,06:30,EDT,220,A
USGS,3145483,2020/4/30,06:45,EDT,219,A
USGS,3145483,2020/4/30,07:00,EDT,214,A
USGS,3145483,2020/4/30,07:15,EDT,212,A
USGS,3145483,2020/4/30,07:30,EDT,209,A
USGS,3145483,2020/4/30,07:45,EDT,207,A
USGS,3145483,2020/4/30,08:00,EDT,207,A
USGS,3145483,2020/4/30,08:15,EDT,204,A
USGS,3145483,2020/4/30,08:30,EDT,201,A
USGS,3145483,2020/4/30,08:45,EDT,200,A
USGS,3145483,2020/4/30,09:00,EDT,200,A
USGS,3145483,2020/4/30,09:15,EDT,197,A
USGS,3145483,2020/4/30,09:30,EDT,197,A
USGS,3145483,2020/4/30,09:45,EDT,195,A
USGS,3145483,2020/4/30,10:00,EDT,194,A
USGS,3145483,2020/4/30,10:15,EDT,192,A
USGS,3145483,2020/4/30,10:30,EDT,192,A
USGS,3145483,2020/4/30,10:45,EDT,192,A
USGS,3145483,2020/4/30,11:00,EDT,191,A
USGS,3145483,2020/4/30,11:15,EDT,189,A
USGS,3145483,2020/4/30,11:30,EDT,188,A
USGS,3145483,2020/4/30,11:45,EDT,186,A
USGS,3145483,2020/4/30,12:00,EDT,185,A
USGS,3145483,2020/4/30,12:15,EDT,185,A
USGS,3145483,2020/4/30,12:30,EDT,182,A
USGS,3145483,2020/4/30,12:45,EDT,182,A
USGS,3145483,2020/4/30,13:00,EDT,181,A
USGS,3145483,2020/4/30,13:15,EDT,179,A
USGS,3145483,2020/4/30,13:30,EDT,178,A
USGS,3145483,2020/4/30,13:45,EDT,178,A
USGS,3145483,2020/4/30,14:00,EDT,176,A
USGS,3145483,2020/4/30,14:15,EDT,175,A
USGS,3145483,2020/4/30,14:30,EDT,169,A
USGS,3145483,2020/4/30,14:45,EDT,170,A
USGS,3145483,2020/4/30,15:00,EDT,172,A
USGS,3145483,2020/4/30,15:15,EDT,172,A
USGS,3145483,2020/4/30,15:30,EDT,172,A
USGS,3145483,2020/4/30,15:45,EDT,172,A
USGS,3145483,2020/4/30,16:00,EDT,170,A
USGS,3145483,2020/4/30,16:15,EDT,170,A
USGS,3145483,2020/4/30,16:30,EDT,170,A
USGS,3145483,2020/4/30,16:45,EDT,169,A
USGS,3145483,2020/4/30,17:00,EDT,169,A
USGS,3145483,2020/4/30,17:15,EDT,167,A
USGS,3145483,2020/4/30,17:30,EDT,167,A
USGS,3145483,2020/4/30,17:45,EDT,166,A
USGS,3145483,2020/4/30,18:00,EDT,166,A
USGS,3145483,2020/4/30,18:15,EDT,165,A
USGS,3145483,2020/4/30,18:30,EDT,165,A
USGS,3145483,2020/4/30,18:45,EDT,165,A
USGS,3145483,2020/4/30,19:00,EDT,162,A
USGS,3145483,2020/4/30,19:15,EDT,162,A
USGS,3145483,2020/4/30,19:30,EDT,160,A
USGS,3145483,2020/4/30,19:45,EDT,160,A
USGS,3145483,2020/4/30,20:00,EDT,159,A
USGS,3145483,2020/4/30,20:15,EDT,158,A
USGS,3145483,2020/4/30,20:30,EDT,158,A
USGS,3145483,2020/4/30,20:45,EDT,158,A
USGS,3145483,2020/4/30,21:00,EDT,156,A
USGS,3145483,2020/4/30,21:15,EDT,155,A
USGS,3145483,2020/4/30,21:30,EDT,153,A
USGS,3145483,2020/4/30,21:45,EDT,152,A
USGS,3145483,2020/4/30,22:00,EDT,152,A
USGS,3145483,2020/4/30,22:15,EDT,151,A
USGS,3145483,2020/4/30,22:30,EDT,151,A
USGS,3145483,2020/4/30,22:45,EDT,149,A
USGS,3145483,2020/4/30,23:00,EDT,148,A
USGS,3145483,2020/4/30,23:15,EDT,148,A
USGS,3145483,2020/4/30,23:30,EDT,146,A
USGS,3145483,2020/4/30,23:45,EDT,146,A
USGS,3145483,2020/5/1,00:00,EDT,145,A
USGS,3145483,2020/5/1,00:15,EDT,145,A
USGS,3145483,2020/5/1,00:30,EDT,144,A
USGS,3145483,2020/5/1,00:45,EDT,142,A
USGS,3145483,2020/5/1,01:00,EDT,142,A
USGS,3145483,2020/5/1,01:15,EDT,141,A
USGS,3145483,2020/5/1,01:30,EDT,141,A
USGS,3145483,2020/5/1,01:45,EDT,141,A
USGS,3145483,2020/5/1,02:00,EDT,140,A
USGS,3145483,2020/5/1,02:15,EDT,140,A
USGS,3145483,2020/5/1,02:30,EDT,140,A
USGS,3145483,2020/5/1,02:45,EDT,138,A
USGS,3145483,2020/5/1,03:00,EDT,138,A
USGS,3145483,2020/5/1,03:15,EDT,137,A
USGS,3145483,2020/5/1,03:30,EDT,137,A
USGS,3145483,2020/5/1,03:45,EDT,137,A
USGS,3145483,2020/5/1,04:00,EDT,137,A
USGS,3145483,2020/5/1,04:15,EDT,137,A
USGS,3145483,2020/5/1,04:30,EDT,137,A
USGS,3145483,2020/5/1,04:45,EDT,137,A
USGS,3145483,2020/5/1,05:00,EDT,135,A
USGS,3145483,2020/5/1,05:15,EDT,135,A
USGS,3145483,2020/5/1,05:30,EDT,135,A
USGS,3145483,2020/5/1,05:45,EDT,135,A
USGS,3145483,2020/5/1,06:00,EDT,135,A
USGS,3145483,2020/5/1,06:15,EDT,135,A
USGS,3145483,2020/5/1,06:30,EDT,135,A
USGS,3145483,2020/5/1,06:45,EDT,137,A
USGS,3145483,2020/5/1,07:00,EDT,137,A
USGS,3145483,2020/5/1,07:15,EDT,137,A
USGS,3145483,2020/5/1,07:30,EDT,137,A
USGS,3145483,2020/5/1,07:45,EDT,138,A
USGS,3145483,2020/5/1,08:00,EDT,140,A
USGS,3145483,2020/5/1,08:15,EDT,141,A
USGS,3145483,2020/5/1,08:30,EDT,142,A
USGS,3145483,2020/5/1,08:45,EDT,146,A
USGS,3145483,2020/5/1,09:00,EDT,149,A
USGS,3145483,2020/5/1,09:15,EDT,152,A
USGS,3145483,2020/5/1,09:30,EDT,155,A
USGS,3145483,2020/5/1,09:45,EDT,159,A
USGS,3145483,2020/5/1,10:00,EDT,163,A
USGS,3145483,2020/5/1,10:15,EDT,166,A
USGS,3145483,2020/5/1,10:30,EDT,169,A
USGS,3145483,2020/5/1,10:45,EDT,170,A
USGS,3145483,2020/5/1,11:00,EDT,172,A
USGS,3145483,2020/5/1,11:15,EDT,173,A
USGS,3145483,2020/5/1,11:30,EDT,173,A
USGS,3145483,2020/5/1,11:45,EDT,175,A
USGS,3145483,2020/5/1,12:00,EDT,175,A
USGS,3145483,2020/5/1,12:15,EDT,176,A
USGS,3145483,2020/5/1,12:30,EDT,176,A
USGS,3145483,2020/5/1,12:45,EDT,178,A
USGS,3145483,2020/5/1,13:00,EDT,178,A
USGS,3145483,2020/5/1,13:15,EDT,178,A
USGS,3145483,2020/5/1,13:30,EDT,178,A
USGS,3145483,2020/5/1,13:45,EDT,178,A
USGS,3145483,2020/5/1,14:00,EDT,176,A
USGS,3145483,2020/5/1,14:15,EDT,176,A
USGS,3145483,2020/5/1,14:30,EDT,176,A
USGS,3145483,2020/5/1,14:45,EDT,175,A
USGS,3145483,2020/5/1,15:00,EDT,175,A
USGS,3145483,2020/5/1,15:15,EDT,175,A
USGS,3145483,2020/5/1,15:30,EDT,173,A
USGS,3145483,2020/5/1,15:45,EDT,173,A
USGS,3145483,2020/5/1,16:00,EDT,173,A
USGS,3145483,2020/5/1,16:15,EDT,172,A
USGS,3145483,2020/5/1,16:30,EDT,172,A
USGS,3145483,2020/5/1,16:45,EDT,170,A
USGS,3145483,2020/5/1,17:00,EDT,170,A
USGS,3145483,2020/5/1,17:15,EDT,170,A
USGS,3145483,2020/5/1,17:30,EDT,169,A
USGS,3145483,2020/5/1,17:45,EDT,169,A
USGS,3145483,2020/5/1,18:00,EDT,167,A
USGS,3145483,2020/5/1,18:15,EDT,167,A
USGS,3145483,2020/5/1,18:30,EDT,166,A
USGS,3145483,2020/5/1,18:45,EDT,166,A
USGS,3145483,2020/5/1,19:00,EDT,165,A
USGS,3145483,2020/5/1,19:15,EDT,162,A
USGS,3145483,2020/5/1,19:30,EDT,162,A
USGS,3145483,2020/5/1,19:45,EDT,162,A
USGS,3145483,2020/5/1,20:00,EDT,159,A
USGS,3145483,2020/5/1,20:15,EDT,160,A
USGS,3145483,2020/5/1,20:30,EDT,159,A
USGS,3145483,2020/5/1,20:45,EDT,158,A
USGS,3145483,2020/5/1,21:00,EDT,156,A
USGS,3145483,2020/5/1,21:15,EDT,156,A
USGS,3145483,2020/5/1,21:30,EDT,155,A
USGS,3145483,2020/5/1,21:45,EDT,153,A
USGS,3145483,2020/5/1,22:00,EDT,152,A
USGS,3145483,2020/5/1,22:15,EDT,151,A
USGS,3145483,2020/5/1,22:30,EDT,151,A
USGS,3145483,2020/5/1,22:45,EDT,149,A
USGS,3145483,2020/5/1,23:00,EDT,148,A
USGS,3145483,2020/5/1,23:15,EDT,148,A
USGS,3145483,2020/5/1,23:30,EDT,146,A
USGS,3145483,2020/5/1,23:45,EDT,146,A
USGS,3145483,2020/5/2,00:00,EDT,145,A
USGS,3145483,2020/5/2,00:15,EDT,144,A
USGS,3145483,2020/5/2,00:30,EDT,142,A
USGS,3145483,2020/5/2,00:45,EDT,141,A
USGS,3145483,2020/5/2,01:00,EDT,141,A
USGS,3145483,2020/5/2,01:15,EDT,141,A
USGS,3145483,2020/5/2,01:30,EDT,140,A
USGS,3145483,2020/5/2,01:45,EDT,138,A
USGS,3145483,2020/5/2,02:00,EDT,138,A
USGS,3145483,2020/5/2,02:15,EDT,137,A
USGS,3145483,2020/5/2,02:30,EDT,137,A
USGS,3145483,2020/5/2,02:45,EDT,135,A
USGS,3145483,2020/5/2,03:00,EDT,134,A
USGS,3145483,2020/5/2,03:15,EDT,134,A
USGS,3145483,2020/5/2,03:30,EDT,134,A
USGS,3145483,2020/5/2,03:45,EDT,133,A
USGS,3145483,2020/5/2,04:00,EDT,133,A
USGS,3145483,2020/5/2,04:15,EDT,131,A
USGS,3145483,2020/5/2,04:30,EDT,131,A
USGS,3145483,2020/5/2,04:45,EDT,131,A
USGS,3145483,2020/5/2,05:00,EDT,130,A
USGS,3145483,2020/5/2,05:15,EDT,130,A
USGS,3145483,2020/5/2,05:30,EDT,128,A
USGS,3145483,2020/5/2,05:45,EDT,127,A
USGS,3145483,2020/5/2,06:00,EDT,128,A
USGS,3145483,2020/5/2,06:15,EDT,127,A
USGS,3145483,2020/5/2,06:30,EDT,126,A
USGS,3145483,2020/5/2,06:45,EDT,126,A
USGS,3145483,2020/5/2,07:00,EDT,126,A
USGS,3145483,2020/5/2,07:15,EDT,126,A
USGS,3145483,2020/5/2,07:30,EDT,124,A
USGS,3145483,2020/5/2,07:45,EDT,124,A
USGS,3145483,2020/5/2,08:00,EDT,123,A
USGS,3145483,2020/5/2,08:15,EDT,123,A
USGS,3145483,2020/5/2,08:30,EDT,123,A
USGS,3145483,2020/5/2,08:45,EDT,121,A
USGS,3145483,2020/5/2,09:00,EDT,121,A
USGS,3145483,2020/5/2,09:15,EDT,121,A
USGS,3145483,2020/5/2,09:30,EDT,120,A
USGS,3145483,2020/5/2,09:45,EDT,120,A
USGS,3145483,2020/5/2,10:00,EDT,120,A
USGS,3145483,2020/5/2,10:15,EDT,119,A
USGS,3145483,2020/5/2,10:30,EDT,119,A
USGS,3145483,2020/5/2,10:45,EDT,117,A
USGS,3145483,2020/5/2,11:00,EDT,117,A
USGS,3145483,2020/5/2,11:15,EDT,117,A
USGS,3145483,2020/5/2,11:30,EDT,117,A
USGS,3145483,2020/5/2,11:45,EDT,117,A
USGS,3145483,2020/5/2,12:00,EDT,116,A
USGS,3145483,2020/5/2,12:15,EDT,116,A
USGS,3145483,2020/5/2,12:30,EDT,115,A
USGS,3145483,2020/5/2,12:45,EDT,115,A
USGS,3145483,2020/5/2,13:00,EDT,115,A
USGS,3145483,2020/5/2,13:15,EDT,113,A
USGS,3145483,2020/5/2,13:30,EDT,113,A
USGS,3145483,2020/5/2,13:45,EDT,113,A
USGS,3145483,2020/5/2,14:00,EDT,112,A
USGS,3145483,2020/5/2,14:15,EDT,113,A
USGS,3145483,2020/5/2,14:30,EDT,112,A
USGS,3145483,2020/5/2,14:45,EDT,112,A
USGS,3145483,2020/5/2,15:00,EDT,112,A
USGS,3145483,2020/5/2,15:15,EDT,111,A
USGS,3145483,2020/5/2,15:30,EDT,111,A
USGS,3145483,2020/5/2,15:45,EDT,111,A
USGS,3145483,2020/5/2,16:00,EDT,109,A
USGS,3145483,2020/5/2,16:15,EDT,109,A
USGS,3145483,2020/5/2,16:30,EDT,109,A
USGS,3145483,2020/5/2,16:45,EDT,109,A
USGS,3145483,2020/5/2,17:00,EDT,109,A
USGS,3145483,2020/5/2,17:15,EDT,108,A
USGS,3145483,2020/5/2,17:30,EDT,108,A
USGS,3145483,2020/5/2,17:45,EDT,107,A
USGS,3145483,2020/5/2,18:00,EDT,108,A
USGS,3145483,2020/5/2,18:15,EDT,107,A
USGS,3145483,2020/5/2,18:30,EDT,107,A
USGS,3145483,2020/5/2,18:45,EDT,107,A
USGS,3145483,2020/5/2,19:00,EDT,105,A
USGS,3145483,2020/5/2,19:15,EDT,105,A
USGS,3145483,2020/5/2,19:30,EDT,105,A
USGS,3145483,2020/5/2,19:45,EDT,105,A
USGS,3145483,2020/5/2,20:00,EDT,104,A
USGS,3145483,2020/5/2,20:15,EDT,104,A
USGS,3145483,2020/5/2,20:30,EDT,104,A
USGS,3145483,2020/5/2,20:45,EDT,103,A
USGS,3145483,2020/5/2,21:00,EDT,103,A
USGS,3145483,2020/5/2,21:15,EDT,103,A
USGS,3145483,2020/5/2,21:30,EDT,103,A
USGS,3145483,2020/5/2,21:45,EDT,103,A
USGS,3145483,2020/5/2,22:00,EDT,101,A
USGS,3145483,2020/5/2,22:15,EDT,101,A
USGS,3145483,2020/5/2,22:30,EDT,101,A
USGS,3145483,2020/5/2,22:45,EDT,99.4,A
USGS,3145483,2020/5/2,23:00,EDT,99.4,A
USGS,3145483,2020/5/2,23:15,EDT,99.4,A
USGS,3145483,2020/5/2,23:30,EDT,97.9,A
USGS,3145483,2020/5/2,23:45,EDT,97.9,A
USGS,3145483,2020/5/3,00:00,EDT,97.9,A
USGS,3145483,2020/5/3,00:15,EDT,97.9,A
USGS,3145483,2020/5/3,00:30,EDT,96.3,A
USGS,3145483,2020/5/3,00:45,EDT,97.9,A
USGS,3145483,2020/5/3,01:00,EDT,96.3,A
USGS,3145483,2020/5/3,01:15,EDT,96.3,A
USGS,3145483,2020/5/3,01:30,EDT,96.3,A
USGS,3145483,2020/5/3,01:45,EDT,96.3,A
USGS,3145483,2020/5/3,02:00,EDT,94.8,A
USGS,3145483,2020/5/3,02:15,EDT,94.8,A
USGS,3145483,2020/5/3,02:30,EDT,94.8,A
USGS,3145483,2020/5/3,02:45,EDT,94.8,A
USGS,3145483,2020/5/3,03:00,EDT,93.3,A
USGS,3145483,2020/5/3,03:15,EDT,93.3,A
USGS,3145483,2020/5/3,03:30,EDT,93.3,A
USGS,3145483,2020/5/3,03:45,EDT,93.3,A
USGS,3145483,2020/5/3,04:00,EDT,91.7,A
USGS,3145483,2020/5/3,04:15,EDT,91.7,A
USGS,3145483,2020/5/3,04:30,EDT,93.3,A
USGS,3145483,2020/5/3,04:45,EDT,93.3,A
USGS,3145483,2020/5/3,05:00,EDT,91.7,A
USGS,3145483,2020/5/3,05:15,EDT,93.3,A
USGS,3145483,2020/5/3,05:30,EDT,91.7,A
USGS,3145483,2020/5/3,05:45,EDT,93.3,A
USGS,3145483,2020/5/3,06:00,EDT,93.3,A
USGS,3145483,2020/5/3,06:15,EDT,93.3,A
USGS,3145483,2020/5/3,06:30,EDT,93.3,A
USGS,3145483,2020/5/3,06:45,EDT,93.3,A
USGS,3145483,2020/5/3,07:00,EDT,93.3,A
USGS,3145483,2020/5/3,07:15,EDT,93.3,A
USGS,3145483,2020/5/3,07:30,EDT,93.3,A
USGS,3145483,2020/5/3,07:45,EDT,93.3,A
USGS,3145483,2020/5/3,08:00,EDT,93.3,A
USGS,3145483,2020/5/3,08:15,EDT,94.8,A
USGS,3145483,2020/5/3,08:30,EDT,94.8,A
USGS,3145483,2020/5/3,08:45,EDT,94.8,A
USGS,3145483,2020/5/3,09:00,EDT,93.3,A
USGS,3145483,2020/5/3,09:15,EDT,94.8,A
USGS,3145483,2020/5/3,09:30,EDT,96.3,A
USGS,3145483,2020/5/3,09:45,EDT,96.3,A
USGS,3145483,2020/5/3,10:00,EDT,96.3,A
USGS,3145483,2020/5/3,10:15,EDT,96.3,A
USGS,3145483,2020/5/3,10:30,EDT,97.9,A
USGS,3145483,2020/5/3,10:45,EDT,97.9,A
USGS,3145483,2020/5/3,11:00,EDT,97.9,A
USGS,3145483,2020/5/3,11:15,EDT,99.4,A
USGS,3145483,2020/5/3,11:30,EDT,99.4,A
USGS,3145483,2020/5/3,11:45,EDT,99.4,A
USGS,3145483,2020/5/3,12:00,EDT,99.4,A
USGS,3145483,2020/5/3,12:15,EDT,101,A
USGS,3145483,2020/5/3,12:30,EDT,103,A
USGS,3145483,2020/5/3,12:45,EDT,103,A
USGS,3145483,2020/5/3,13:00,EDT,103,A
USGS,3145483,2020/5/3,13:15,EDT,104,A
USGS,3145483,2020/5/3,13:30,EDT,105,A
USGS,3145483,2020/5/3,13:45,EDT,107,A
USGS,3145483,2020/5/3,14:00,EDT,107,A
USGS,3145483,2020/5/3,14:15,EDT,109,A
USGS,3145483,2020/5/3,14:30,EDT,109,A
USGS,3145483,2020/5/3,14:45,EDT,111,A
USGS,3145483,2020/5/3,15:00,EDT,112,A
USGS,3145483,2020/5/3,15:15,EDT,112,A
USGS,3145483,2020/5/3,15:30,EDT,113,A
USGS,3145483,2020/5/3,15:45,EDT,113,A
USGS,3145483,2020/5/3,16:00,EDT,113,A
USGS,3145483,2020/5/3,16:15,EDT,113,A
USGS,3145483,2020/5/3,16:30,EDT,115,A
USGS,3145483,2020/5/3,16:45,EDT,113,A
USGS,3145483,2020/5/3,17:00,EDT,112,A
USGS,3145483,2020/5/3,17:15,EDT,112,A
USGS,3145483,2020/5/3,17:30,EDT,112,A
USGS,3145483,2020/5/3,17:45,EDT,111,A
USGS,3145483,2020/5/3,18:00,EDT,111,A
USGS,3145483,2020/5/3,18:15,EDT,109,A
USGS,3145483,2020/5/3,18:30,EDT,109,A
USGS,3145483,2020/5/3,18:45,EDT,109,A
USGS,3145483,2020/5/3,19:00,EDT,109,A
USGS,3145483,2020/5/3,19:15,EDT,108,A
USGS,3145483,2020/5/3,19:30,EDT,108,A
USGS,3145483,2020/5/3,19:45,EDT,107,A
USGS,3145483,2020/5/3,20:00,EDT,107,A
USGS,3145483,2020/5/3,20:15,EDT,105,A
USGS,3145483,2020/5/3,20:30,EDT,105,A
USGS,3145483,2020/5/3,20:45,EDT,105,A
USGS,3145483,2020/5/3,21:00,EDT,105,A
USGS,3145483,2020/5/3,21:15,EDT,104,A
USGS,3145483,2020/5/3,21:30,EDT,104,A
USGS,3145483,2020/5/3,21:45,EDT,103,A
USGS,3145483,2020/5/3,22:00,EDT,103,A
USGS,3145483,2020/5/3,22:15,EDT,103,A
USGS,3145483,2020/5/3,22:30,EDT,101,A
USGS,3145483,2020/5/3,22:45,EDT,101,A
USGS,3145483,2020/5/3,23:00,EDT,101,A
USGS,3145483,2020/5/3,23:15,EDT,99.4,A
USGS,3145483,2020/5/3,23:30,EDT,99.4,A
USGS,3145483,2020/5/3,23:45,EDT,97.9,A
USGS,3145483,2020/5/4,00:00,EDT,99.4,A
USGS,3145483,2020/5/4,00:15,EDT,97.9,A
USGS,3145483,2020/5/4,00:30,EDT,97.9,A
USGS,3145483,2020/5/4,00:45,EDT,96.3,A
USGS,3145483,2020/5/4,01:00,EDT,94.8,A
USGS,3145483,2020/5/4,01:15,EDT,96.3,A
USGS,3145483,2020/5/4,01:30,EDT,94.8,A
USGS,3145483,2020/5/4,01:45,EDT,94.8,A
USGS,3145483,2020/5/4,02:00,EDT,93.3,A
USGS,3145483,2020/5/4,02:15,EDT,91.7,A
USGS,3145483,2020/5/4,02:30,EDT,93.3,A
USGS,3145483,2020/5/4,02:45,EDT,91.7,A
USGS,3145483,2020/5/4,03:00,EDT,91.7,A
USGS,3145483,2020/5/4,03:15,EDT,90.2,A
USGS,3145483,2020/5/4,03:30,EDT,91.7,A
USGS,3145483,2020/5/4,03:45,EDT,90.2,A
USGS,3145483,2020/5/4,04:00,EDT,88.7,A
USGS,3145483,2020/5/4,04:15,EDT,90.2,A
USGS,3145483,2020/5/4,04:30,EDT,88.7,A
USGS,3145483,2020/5/4,04:45,EDT,88.7,A
USGS,3145483,2020/5/4,05:00,EDT,88.7,A
USGS,3145483,2020/5/4,05:15,EDT,87.3,A
USGS,3145483,2020/5/4,05:30,EDT,87.3,A
USGS,3145483,2020/5/4,05:45,EDT,87.3,A
USGS,3145483,2020/5/4,06:00,EDT,87.3,A
USGS,3145483,2020/5/4,06:15,EDT,85.8,A
USGS,3145483,2020/5/4,06:30,EDT,84.3,A
USGS,3145483,2020/5/4,06:45,EDT,85.8,A
USGS,3145483,2020/5/4,07:00,EDT,84.3,A
USGS,3145483,2020/5/4,07:15,EDT,84.3,A
USGS,3145483,2020/5/4,07:30,EDT,84.3,A
USGS,3145483,2020/5/4,07:45,EDT,84.3,A
USGS,3145483,2020/5/4,08:00,EDT,82.9,A
USGS,3145483,2020/5/4,08:15,EDT,82.9,A
USGS,3145483,2020/5/4,08:30,EDT,82.9,A
USGS,3145483,2020/5/4,08:45,EDT,82.9,A
USGS,3145483,2020/5/4,09:00,EDT,81.4,A
USGS,3145483,2020/5/4,09:15,EDT,81.4,A
USGS,3145483,2020/5/4,09:30,EDT,81.4,A
USGS,3145483,2020/5/4,09:45,EDT,81.4,A
USGS,3145483,2020/5/4,10:00,EDT,80,A
USGS,3145483,2020/5/4,10:15,EDT,80,A
USGS,3145483,2020/5/4,10:30,EDT,80,A
USGS,3145483,2020/5/4,10:45,EDT,80,A
USGS,3145483,2020/5/4,11:00,EDT,78.6,A
USGS,3145483,2020/5/4,11:15,EDT,78.6,A
USGS,3145483,2020/5/4,11:30,EDT,77.2,A
USGS,3145483,2020/5/4,11:45,EDT,77.2,A
USGS,3145483,2020/5/4,12:00,EDT,77.2,A
USGS,3145483,2020/5/4,12:15,EDT,77.2,A
USGS,3145483,2020/5/4,12:30,EDT,75.8,A
USGS,3145483,2020/5/4,12:45,EDT,75.8,A
USGS,3145483,2020/5/4,13:00,EDT,75.8,A
USGS,3145483,2020/5/4,13:15,EDT,75.8,A
USGS,3145483,2020/5/4,13:30,EDT,74.4,A
USGS,3145483,2020/5/4,13:45,EDT,74.4,A
USGS,3145483,2020/5/4,14:00,EDT,74.4,A
USGS,3145483,2020/5/4,14:15,EDT,74.4,A
USGS,3145483,2020/5/4,14:30,EDT,73.1,A
